id,text,label
188,"Adres: Hatay / Altınözü, Tepehan Köyü, cami arkası KADINLAR PED İSTİYOR, SU YOK. Soba, ped, içme suyu gerekli. İletişim: Ayla Gül - 0505 213 77 46",1
189,"Adres: Adıyaman / Gölbaşı, Fatih Mahallesi No:22 GIDA BİTTİ, BEBEKLER AÇ. Mama, su ve hijyen paketi lazım.",1
190,"Adres: Gaziantep / Araban, Gümüşpınar Mahallesi No:50 KÖY YOLU DEREDEN GEÇİYOR, ARAÇ GİRİŞİ YOK. Battaniye, mont ve çocuk maması gerekiyor.İletişim: Hüseyin B. - 0537 482 31 91",1
191,"Adres: Malatya / Yazıhan, Karaca Mahallesi No:34 YAŞLILAR ÇOK ZOR DURUMDA. Soba, su ve kuru gıda lazım.",1
192,"Adres: Şanlıurfa / Hilvan, Bahçelievler Mahallesi No:13 ANNE VE 3 ÇOCUK DIŞARIDA BEKLİYOR. Isıtıcı, bebek bezi, kadın pedi isteniyor.",1
193,"Adres: Kahramanmaraş / Afşin, Efsus Mahallesi No:19 SOĞUKTAN HASTALIKLAR BAŞLAMIŞ. Mont, ilaç ve çocuk maması gerekli.",1
194,"Adres: Elazığ / Baskil, Yukarıkuluşağı Köyü No:3 YARDIM HİÇ GELMEMİŞ, KÖY TAMAMEN MAĞDUR. Mama, battaniye ve gıda gerekiyor. İletişim: Mustafa K. - 0551 300 29 85",1
195,"Adres: Hatay / Kırıkhan, Karataş Mahallesi No:25 ÇADIR YETERSİZ, BAZILARI ARAÇLARDA KALIYOR. Kıyafet, çocuk bezi, soba lazım.",1
196,"Adres: Osmaniye / Kadirli, Cemalpaşa Mahallesi No:58 HASTA BİR KADIN VAR, İLAÇ VE SU YOK. Battaniye, kadın pedi ve su gerekiyor.",1
197,Avrupalı liderler Putin'i '30 günlük ateşkesi' kabul etmeye çağırdı,0
198,"ABD'nin Chicago kenti dışındaki bulunan ev ile ilgili emlakçı Steve Budzik, 'Bu, sadece bir adet üretilen koleksiyonluk bir araba gibi,' dedi.",0
199,İsrail Konsolosluğu önünde havaya ateş açmıştı: 7 ayrı suç kaydı bulunan şüpheli tutuklandı,0
200,"Putin, Filistin Devlet Başkanı Mahmud Abbas ile görüştü",0
201,Sevimli bebek ve kedi ile gülmek,0
202,Papa 14. Leo: Katolik Kilisesi'nin ilk ABD'li papası kimdir?,0
203,Victor Osimhen'in hava topu mücadelesi. Fotoğraf: @MURATAKBAS52,0
204,Harika içerikler duraklatılmamalıdır. Telefonunu kilitledikten sonra videoları oynatmaya devam etmek için Premium'a abone ol.,0
205,biraz moralim bozulunca beklediğim ilgi,0
206,"Cumhurbaşkanı Erdoğan, bugün katıldığı programa farklı ülkelerden gelen çocuklara 200'er TL harçlık verdi.",0
207,"Hristiyan dünyası yeni Papa’sını seçerken, İslam alemi 102 yıldır Halifesiz.",0
208,"Sporting, Benfica deplasmanında ilk yarıyı Francisco Trincão'nun 4. dakikadaki golüyle 1-0 önde kapadı!",0
209,"Milli sporcumuz Enes Özdemir, Avrupa Büyükler Karate Şampiyonası'nda erkekler kata kategorisinde altın madalya kazanarak Avrupa şampiyonu oldu.",0
210,Galatasaraylı futbolcuların gol sonrası sevinci.,0
211,GOL | Trabzonspor 0-1 Galatasaray. 67' Abdülkerim Bardakcı,0
212,Milyonlarca emekliyi doğrudan ilgilendiriyor! Aylık bağlama oranları değişiyor! Teklif komisyona geldi.,0
213,"Kaza, Beylikdüzü ilçesindeki Haramidere metrobüs durağında meydana geldi.",0
214,"1 haftadır haber alınamayan şahıs, evinde ölü bulundu.",0
215,"İstanbul Beşiktaş'ta bir boks salonu işletmecisi, gürültüden şikayetçi olan kadını bıçaklayıp darp etti. ",0
216,"Microsoft'un kurucusu ve dünyanın en zengin beşinci kişisi Bill Gates, servetinin %99'unu bağışlayacağını açıkladı. ",0
217,"Erol Eğrek'in ölümüne ilişkin 6 kişi, “kasten öldürme” suçundan tutuklama talebiyle mahkemeye sevk edildi.",0
218,Üzülmeye zaman yok maalesef. Takımın mücadelesi ve enerjisinden çok memnunum. Yarın lower dan umarım yolumuza devam ederiz. Bütün oyuncularımın ve koç ekibimin eline emeğine sağlık. DEVAM #FORZABBL ,0
219,Nergis Şimşek yazdı: Fiili Hizmet Süresi Zammı Uygulaması ve Emeklilik İşlemlerinde Değerlendirilmesi,0
220,Yarın 18.00'de görüşürüz #FORZABBL,0
221,"Avrupa’da sürücülerin, yaya geçidinde yol verip vermediklerini test eden Türk gezgin, o anları paylaştı.",0
222,İstanbul Kartal’da gidiş-geliş olan yolda terör estiren düğün konvoyu:,0
223,"Adres: Malatya / Hekimhan, Ballıkaya Köyü, okul arkası alan ÇADIR YOK, HERKES DIŞARIDA. Sobaya ve çocuk mamasına acil ihtiyaç var. İletişim: Suna Bayar - 0539 117 44 50",1
224,"Adres: Gaziantep / Oğuzeli, Yeşildere Mahallesi No:67 KÖY YOLU BATAKLIK GİBİ, ARAÇ ZOR GİRİYOR. Çadır, su ve hijyen seti isteniyor.",1
225,"Adres: Şanlıurfa / Suruç, Cumhuriyet Mahallesi No:45 KADIN VE YAŞLILAR GECE SOĞUKTA KALIYOR. Battaniye, ilaç, soba ve mama gerekiyor.",1
226,"Adres: Adıyaman / Besni, Yoldüzü Köyü, mezarlık arkası YOL TOPRAK, ARAÇ GİREMİYOR. Su, çadır ve kuru gıda lazım. İletişim: Mahmut T. - 0538 281 00 72",1
227,"Adres: Kahramanmaraş / Türkoğlu, Beyoğlu Mahallesi No:18 ÇOCUKLAR ÜŞÜYOR, AİLELER YARDIM BEKLİYOR. Battaniye, mama.",1
228,"Adres: Hatay / Antakya, Serinyol Mahallesi No:112 KONTEYNER YOK, AİLELER GECE DIŞARIDA. Çadır, soba, çocuk bezi gerekiyor. İletişim: Ceylan Arslan - 0543 882 20 94",1
229,"Adres: Malatya / Battalgazi, Çöşnük Mahallesi No:23 GECE ÇOK SOĞUK, ÜŞÜYORLAR. Soba, içme suyu ve çocuk maması lazım.",1
230,"Adres: Kahramanmaraş / Andırın, Kabaağaç Mahallesi No:36 YAŞLILAR YERDE KALIYOR. Yatak, battaniye, ilaç ve soba gerekiyor.",1
231,"Adres: Elazığ / Alacakaya, Kayranlı Köyü No:21 SU VE ELEKTRİK YOK. Çadır, su, soba ve kuru gıda gerekli.",1
232,"Adres: Gaziantep / Karkamış, Zeytinli Mahallesi No:13 YARDIM GECİKİYOR. Soba, mont, battaniye ve kadın pedi lazım.",1
233,"Adres: Hatay / Samandağ, Karaçay Mahallesi No:31 KADINLAR VE BEBEKLER SOKAKTA. Mama, ped, battaniye acil.",1
234,"Adres: Adıyaman / Merkez, Siteler Mahallesi No:81 YIKIM BÜYÜK, DESTEK YOK. Soba, gıda ve hijyen seti gerekiyor.",1
235,"Adres: Malatya / Kale, Merkez Mahallesi No:47 KÜÇÜK ÇOCUKLAR SOĞUKTAN DONMA NOKTASINDA. Mont, mama, su ve battaniye lazım.",1
236,"Adres: Kahramanmaraş / Pazarcık, Narlı Mahallesi No:20 KÖY YOLU ZOR GEÇİLİR. Soba, çocuk bezi ve içme suyu gerekiyor.",1
237,"Adres: Şanlıurfa / Viranşehir, Atatürk Mahallesi No:14 GENÇ BİR ANNE VE BEBEĞİ DIŞARIDA. Mama, bebek bezi ve battaniye acil.",1
238,"Adres: Osmaniye / Toprakkale, merkez cami arkası YAŞLI KADINLAR İÇİN BATTANİYE YOK. Soba ve kadın hijyen ürünleri gerekiyor.",1
239,"Adres: Gaziantep / Yavuzeli, Hacımallı Köyü, fırın arkası boş alan YARDIM YOK, KÖYLÜLER ÇADIRSIZ. Soba, battaniye, çocuk maması lazım.",1
240,"Adres: Hatay / Belen, Soğukoluk Mahallesi No:73 İÇME SUYU YOK, YARDIM BEKLENİYOR. Su, gıda, kadın pedi isteniyor.",1
241,"Adres: Malatya / Doğanşehir, Polat Mahallesi, okul arkası ÇOCUKLAR İÇİN MAMA VE SÜT ACİL. Hijyen malzemesi ve battaniye de gerekiyor.",1
242,"Adres: Adıyaman / Tut, Tepecik Mahallesi No:16 GIDA BİTTİ, SU YOK. Kuru gıda, su ve soba acil.",1
243,"Adres: Kahramanmaraş / Nurhak, Tatlar Köyü, köy içi yolu üzeri YARDIM ULAŞMADI, 30 KİŞİ DIŞARIDA. Mont, soba, battaniye ve su gerekiyor.",1
244,"Adres: Elazığ / Sivrice, Yalındamlar Köyü, cami yanı KÖY TAMAMEN DIŞARIDA KALIYOR. Çadır, soba, kadın hijyen seti gerekli.",1
245,"Adres: Hatay / Dörtyol, Numuneevler Mahallesi No:26 HASTA ÇOCUK VAR, İLAÇ YOK. Battaniye, çocuk bezi ve mama acil.",1
246,"Adres: Gaziantep / Şahinbey, Dumlupınar Mahallesi No:39 GIDA SIKINTISI BÜYÜK. Kuru gıda, çocuk montu ve içme suyu gerekiyor.",1
247,"Adres: Osmaniye / Bahçe, Dervişli Mahallesi No:50 ÇOCUKLAR HASTA OLMAK ÜZERE. Mama, bebek bezi, ısıtıcı isteniyor.",1
248,"Adres: Şanlıurfa / Harran, Yolbaşı Köyü, köy meydanı ÇADIR YOK, GECE DONDURUCU SOĞUKTA KALIYORLAR. Battaniye, kadın pedi ve soba gerekiyor.",1
249,"Adres: Malatya / Arapgir, Derebağ Mahallesi No:44 ÇADIR YETERSİZ, HERKES AYNI ALANDA. Mont, çocuk maması ve su isteniyor. İletişim: Ayhan Can - 0541 235 92 13",1
250,"Adres: Kahramanmaraş / Elbistan, Doğan Mahallesi No:53 YAŞLILAR YERDE YATIYOR. İlaç, soba, kadın hijyen ürünleri lazım.",1
251,"Adres: Hatay / Erzin, Yukarıburnaz Mahallesi, mezarlık yanı KADINLAR ÇOCUKLARIYLA DIŞARIDA KALIYOR. Battaniye, mama ve soba acil.",1
252,"Adres: Adıyaman / Çelikhan, Pınarbaşı Mahallesi No:31 KAR ALTINDA BEKLEYEN AİLELER VAR. Kadın pedi, çadır, ısıtıcı ve kuru gıda gerekli.",1
253,"Adres: Gaziantep / Islahiye, Hürriyet Mahallesi No:88 10 KİŞİLİK AİLE DIŞARIDA KALIYOR. Çocuk bezi, mama, soba ve battaniye gerekiyor.",1
254,"Adres: Elazığ / Karakoçan, Gözlüçayır Köyü No:18 MAHALLEYE HİÇ YARDIM GELMEMİŞ. Sobaya ve temiz suya acil ihtiyaç var.",1
255,"Adres: Hatay / Reyhanlı, Savaş Mahallesi, dere kenarı boşluk ÇOCUKLAR ÇADIR BULAMIYOR. Soba, gıda ve battaniye talep ediliyor.",1
256,"Adres: Malatya / Yeşilyurt, Dilek Mahallesi No:65 GECE EKSİDE, ÇOCUKLAR ÜŞÜYOR. Mont, soba, mama, battaniye isteniyor. İletişim: Hasan Türkmen - 0506 432 75 66",1
257,"Adres: Osmaniye / Düziçi, Gökçayır Köyü No:34 KÖYDE 3 GÜNDÜR YARDIM YOK. Temiz su, hijyen kiti, kadın pedi ve soba lazım.",1
258,"Adres: Kahramanmaraş / Merkez, Şeyh Adil Mahallesi No:19 ÇADIRLAR YIKILMIŞ, AİLELER TEKRAR DIŞARIDA. Soba, battaniye, bebek maması acil.",1
259,"Adres: Şanlıurfa / Birecik, Taşbasan Köyü, okul arkası KÖY YOLU ULAŞIMA KAPALI. Yardım ulaşmadı, özellikle çocuklar için kıyafet ve su gerekiyor.",1
260,"Adres: Hatay / Defne, Armutlu Mahallesi No:42 ENGELLİ BİREY VAR, HAREKET EDEMİYOR. Tekerlekli sandalye, soba ve kuru gıda lazım. İletişim: Mustafa Aydın - 0532 764 22 01",1
261,"Adres: Adıyaman / Gölbaşı, Harmanlı Beldesi, cami yanı boş alan KADIN VE ÇOCUKLAR AÇIKTA. Çadır, su, çocuk bezi ve mama gerekiyor.",1
262,"Adres: Malatya / Akçadağ, Güzyurdu Mahallesi No:38 KÖYDE SU YOK, SOBASIZ KALMIŞLAR. Hijyen kiti, gıda ve çocuk montu gerekiyor. İletişim: Melek Uçar - 0537 412 56 76",1
263,"Adres: Kahramanmaraş / Afşin, Esentepe Mahallesi No:62 ÇADIR YOK, HALIYLA YERE SERİP YATIYORLAR. Mama, battaniye ve soba lazım. İletişim: Cemal Şahin - 0505 709 33 01 ",1
264,"Adres: Elazığ / Palu, merkez ilkokul arkası boş arsa ÇOCUKLAR AÇ, GIDA YOK. Çadır, su ve çocuk bezi çok acil. İletişim: Halime Sarı - 0531 987 30 14 ",1
265,"Adres: Gaziantep / Oğuzeli, Kırmıtlı Mahallesi No:55 YAŞLILAR VE ENGELLİLER VAR. Soba, ilaç ve kadın hijyeni gerekiyor. İletişim: Elif Doğan - 0507 184 66 02",1
266,"Adres: Hatay / Yayladağı, Yukarıokçular Köyü No:27 KÖYDE TEK SOBA VAR, 30 KİŞİ KALIYOR. Gıda, çocuk montu ve mama acil. İletişim: Mehmet Özkan - 0542 940 80 13",1
267,"TİP, EMEP, SOL Parti, BKP ve TÖP Çalık Holding binasına yürüdü: ""Katil Çalık Holding Erol Eğrek'in hesabını verecek!""",0
268,Murat Ağırel yazdı: İmamoğlu soruşturmasındaki mağduriyetler,0
269,Ankara'da doktorları şaşırtan vaka! 3 yaşındaki çocuğun bağırsağından çıktı...,0
270,Beylikdüzü'ndeki metrobüs kazası güvenlik kamerasında. Video: DHA.,0
271,"Muhammed Cham ve Victor Osimhen, sahaya dua ederek çıktı.",0
272,AYHANCAN GÜVEN ZAFERLERE D O Y M U Y O R. ,0
273,1962'den beri kayıp olan kadın 'sağ salim' bulundu.,0
274,Üniversiteden öğrencilere uyarı: 'Kampüste ayı görüldü',0
275,Kanser tedavisi gördüğü için uzun süredir ablasını ve abisini göremeyen ufaklığın gözleri dolduran kavuşması.,0
276,"Adres: Şanlıurfa / Eyyübiye, Süleymaniye Mahallesi No:73 KALABALIK AİLE, GIDA YOK. Kadın pedi, çocuk bezi ve soba isteniyor. İletişim: Derya Sağır - 0536 300 13 62",1
277,"Adres: Adıyaman / Kahta, Köseler Köyü, çeşme arkası ULAŞIM YOK, KÖYDE YARDIM BEKLENİYOR. Su, soba ve bebek maması gerekli. İletişim: Faruk Öztürk - 0540 678 91 40",1
278,"Adres: Osmaniye / Kadirli, Aydınlar Mahallesi No:51 ÇOCUKLAR ÜST ÜSTE UYUYOR, YER YOK. Çadır, battaniye ve kadın pedi acil. İletişim: Tuğba Özkan - 0505 734 61 20",1
279,"Adres: Kahramanmaraş / Türkoğlu, Çakıroğlu Mahallesi, okul yanı ÇADIRLAR YETERSİZ, HASTA ÇOCUKLAR VAR. Mama, battaniye ve ilaç acil. İletişim: Ramazan Büyüktopçu - 0534 100 72 99",1
280,"Adres: Elazığ / Baskil, Aşağıkuluşağı Köyü No:5 KÖYDE SADECE BİR ÇADIR VAR.20 kişi bir arada kalıyor, soba ve su yok. İletişim: Aysel Kurtuluş - 0543 888 61 03",1
281,"Adres: Gaziantep / Araban, Güllüce Mahallesi, muhtarlık arkası YARDIM ULAŞMADI, BEBEK VAR. Çocuk bezi, soba ve gıda gerekiyor. İletişim: Barış Taş - 0506 982 10 74",1
282,"Adres: Malatya / Doğanyol, Gökçe Mahallesi No:9 ÇOCUKLAR ÜŞÜYOR, GECE DIŞARIDA KALIYORLAR. Soba, mont, mama ve kadın pedi gerekli. İletişim: Rabia Demirtaş - 0531 509 12 47",1
283,"Adres: Hatay / Kırıkhan, Ceylanlı Köyü, çeşme arkası boş alan KÖYDE 10 AİLE DIŞARIDA.Battaniye, soba, kuru gıda talep ediliyor. İletişim: Emrah Yıldırım - 0545 791 66 82",1
284,"Adres: Adıyaman / Besni, Pınarbaşı Mahallesi No:45 SİTE BAHÇESİNDE BEKLİYORLAR, ÇADIR YOK.  Çocuklar için mama, su ve soba lazım. İletişim: Ebru Taş - 0507 613 98 31",1
285,"Adres: Şanlıurfa / Siverek, Karakeçi Mahallesi No:12 AİLE KÖY MEYDANINDA KALIYOR. Gıda, çocuk bezi, mont gerekiyor. İletişim: Zeki Bozkurt - 0536 902 55 04",1
286,"Adres: Malatya / Yazıhan, merkez cami yanı YAŞLILAR HASTA, İLAÇ YOK. Çadır, battaniye ve mama isteniyor. İletişim: Ahmet Kaya - 0541 776 88 93",1
287,"Adres: Hatay / Altınözü, Yolağzı Mahallesi, dere kenarı boşluk ÇADIR YOK, ISINMAK İÇİN ODUN YAKIYORLAR. Soba, gıda, kadın pedi gerekiyor. İletişim: Feride Sağlam - 0553 217 44 81",1
288,"Adres: Kahramanmaraş / Göksun, Karadut Mahallesi No:47 ÇOCUKLAR VE YAŞLILAR AÇIKTA. Soba, su, bebek maması ve battaniye acil. İletişim: Gökhan Aydın - 0534 921 12 06",1
289,"Adres: Elazığ / Kovancılar, Dilek Köyü, köy cami arkası KÖYDE 15 KİŞİ DIŞARIDA KALIYOR. Mama, battaniye, soba ve kadın pedi gerekiyor. İletişim: Melike Yıldız - 0507 374 11 98",1
290,"Adres: Gaziantep / Nurdağı, Sakçagözü Beldesi, köprü altı boş alan YIKIM BÜYÜK, YARDIM YOK. Çadır, su ve kuru gıda gerekli. İletişim: Okan Baş - 0537 998 43 60",1
291,"Adres: Osmaniye / Merkez, Dereobası Mahallesi No:22 KADINLAR VE ÇOCUKLAR İÇİN MAMA, PED ACİL. Elektrik yok, ısınma sıkıntılı. İletişim: Asuman Kaya - 0542 619 25 51",1
292,"Adres: Şanlıurfa / Akçakale, sınır karakolu arkası boş alan 30 KİŞİ BİR ARADA BEKLİYOR. Soba, gıda, çocuk giysisi gerekiyor. İletişim: Hakan Gül - 0506 914 00 92",1
293,"Adres: Malatya / Battalgazi, Hanımınçiftliği Mahallesi No:36 ÇADIRLAR DELİK, İÇERİSİ ÇOK SOĞUK. Kadın pedi, soba ve battaniye lazım. İletişim: Ayşe Öztürk - 0531 004 87 60",1
294,"Adres: Hatay / Samandağ, Kurtderesi Mahallesi, zeytinlik içi çadır alanı ULAŞIM ZOR, YARDIM ULAŞMAMIŞ. Çocuklar için mama, su ve ısıtıcı gerekiyor. İletişim: Deniz Arslan - 0543 787 21 04",1
295,"Adres: Adıyaman / Merkez, Altınşehir Mahallesi No:72 AİLE ARAÇTA GECEYİ GEÇİRİYOR. Soba, battaniye ve mama çok acil. İletişim: Erhan Güner - 0507 349 66 82",1
296,"Adres: Kahramanmaraş / Afşin, köy içi okul arkası boş arsa YAĞMUR ALTINDA ÇADIRSIZ BEKLENİYOR. Soba, battaniye, mama ve gıda acil. İletişim: Büşra Tetik - 0505 290 38 64",1
297,"Adres: Elazığ / Merkez, Mustafapaşa Mahallesi No:21 ENGELLİ BİREY VAR, ÇADIR KURULMAMIŞ. Soba, ilaç ve su gerekiyor. İletişim: Yusuf Cihan - 0546 179 07 77",1
298,"Adres: Adıyaman / Gölbaşı, köy içi yolu, muhtarlık arkası KÖYDE HİÇ YARDIM YOK. Çocuklar için mama, su, kadın pedi acil. İletişim: Zeynep Baran - 0537 200 90 11",1
299,"Adres: Gaziantep / Şahinbey, Güneykent Mahallesi No:44 3 AİLE AÇIKTA BEKLİYOR. Hijyen seti, soba ve battaniye isteniyor. İletişim: Erdem Şen - 0543 105 64 88",1
300,"Adres: Malatya / Merkez, Tecde Mahallesi No:28 YARDIM HENÜZ ULAŞMAMIŞ. Çocuklar üşüyor, mama, mont ve ilaç acil. İletişim: Nuray Şahin - 0506 138 83 66",1
301,"Adres: Hatay / Dörtyol, Yeşil Mahallesi No:22 KADINLAR VE YAŞLILAR AÇIKTA. Soba, battaniye, su ve kadın pedi acil. İletişim: Kemal Yalçın - 0542 760 91 02",1
302,"Adres: Kahramanmaraş / Pazarcık, Çamlıca Mahallesi No:50 ÇOCUKLAR İÇİN GIDA VE MAMA YOK. Aile sobasız, açıkta bekliyor. İletişim: Emine Kılıç - 0507 771 11 19",1
303,"Adres: Şanlıurfa / Birecik, Atatürk Mahallesi No:98 AİLE ARAÇTA KALIYOR, YARDIM GEREKİYOR. Mama, battaniye ve su acil. İletişim: Halil Kurt - 0531 607 88 73",1
304,"Adres: Osmaniye / Bahçe, köy içi okul arkası KÖYDE 3 AİLE BİR ARADA KALIYOR. Çadır, soba, çocuk montu ve bez lazım. İletişim: Suna Usta - 0544 882 25 67",1
305,"Adres: Elazığ / Merkez, Rızaiye Mahallesi No:76 YAŞLILAR YARDIM BEKLİYOR. Soba, ilaç ve kadın pedi gerekli. İletişim: Turgay Özkan - 0550 329 17 11",1
306,"Enkaz altındayız, sesimizi duyan var mı?",1
307,"Bugün kahve içmeden güne başladım, değişik hissettiriyor.",0
308,"Battaniyeye ihtiyacımız var, çok soğuk!",1
309,"Bu akşam yeni diziye başladım, epey heyecanlıydı.",0
310,"Ambulans istiyoruz, durum çok acil!",1
311,"Kedim bütün gece miyavladı, uyuyamadım.",0
312,"Yardım edin, evimiz çöktü!",1
313,"Bugün ofiste çok yoğundum, nihayet bitti.",0
314,"AFAD ekipleri hâlâ gelmedi, sesimizi duyurun!",1
315,Arkadaşlarla buluşup biraz moral depoladım.,0
316,"Su ve yiyecek bulamıyoruz, destek bekliyoruz.",1
317,"Yeni albüm efsane olmuş, herkes dinlesin bence.",0
318,"Adres: Cumhuriyet Mah. 43. Sokak No:12, yardım gönderin lütfen.",1
319,"Bugün sabah sporu yaptım, kendimi iyi hissediyorum.",0
320,"Bebeğimiz var, lütfen mama yardımı!",1
321,"Kitapçıdan birkaç yeni roman aldım, heyecanlıyım.",0
322,"Çadır istiyoruz, dışarıda bekliyoruz.",1
323,Sinemada son izlediğim film harikaydı.,0
324,"Elektrik yok, ısınamıyoruz. Yardım edin.",1
325,Bugün ofisteki sunum çok iyi geçti.,0
326,"Deprem sonrası su bulamıyoruz, yardım edin lütfen.",1
327,"Yeni telefon aldım, kamerası gerçekten çok iyi.",0
328,"Lütfen kurtarma ekipleri gönderin, binamız çöktü.",1
329,"Kahvaltıda menemen yaptım, harika oldu.",0
330,Enkazdan ses geliyor ama kimse gelmedi henüz.,1
331,Bugün arkadaşlarımla yürüyüşe çıktım.,0
332,"İlaçlarımız bitti, kronik hastamız var. Yardım bekliyoruz.",1
333,"Kedi sahiplendik, adı Zeytin oldu.",0
334,"Yakınım enkaz altında, vinç lazım!",1
335,"Yeni oyun çıkmış, sabaha kadar oynadım.",0
336,"Bu geceyi dışarıda geçirdik, çadır ihtiyacımız var.",1
337,"Evde pancake yaptım, çok lezzetli oldu.",0
338,"Bebeğimiz çok üşüyor, lütfen yardım edin.",1
339,"Bu şarkıya bayıldım, dilime dolandı.",0
340,Deprem bölgesine gıda yardımı yapılması gerekiyor.,1
341,Okuduğum kitap beni çok etkiledi.,0
342,"Dışarıda kar yağıyor ve biz çocuksuz bir evdeyiz, çok zor durumdayız.",1
343,Bugün trafik tam bir çileydi.,0
344,"Annem hasta, ilaç lazım ama ulaşamıyoruz.",1
345,Film izlerken patlamış mısır keyfi gibisi yok.,0
346,"Evimizin yıkıldığını yeni öğrendik, yardım edin lütfen.",1
347,"Yeni bir spor salonuna başladım, hoca çok iyi.",0
348,"Mahallemize hâlâ yardım gelmedi, kimse ilgilenmiyor.",1
349,"Sabah kahvesi gibisi yok, güne iyi başlatıyor.",0
350,"Çocuklar aç, mama ve su istiyoruz.",1
351,"Bugün hava çok güzeldi, yürüyüş yaptık.",0
352,"Eşim ve çocuğum enkaz altında, lütfen yardım edin.",1
353,Hafta sonu için kamp planı yapıyoruz.,0
354,"Tuvalet yok, hijyen koşulları çok kötü, destek gerekiyor.",1
355,"Yeni bir kahve makinesi aldım, harika!",0
356,Depremzedeler için battaniye bağışı yapılabilir mi?,1
357,"Bugün yeni tarif denedim, çok güzel oldu.",0
358,"Bebeğimizin bezi bitti, yardım istiyoruz.",1
359,Kardeşimle film gecesi yaptık.,0
360,"Lütfen AFAD’a bildirin, hâlâ ulaşamadılar!",1
361,"Arkadaşım bana sürpriz yaptı, çok mutlu oldum.",0
362,"Telefonlarımız şarj olmuyor, iletişim kesildi.",1
363,Bugün güzel bir doğa yürüyüşü yaptım.,0
364,"Yatalak annem var, hastaneye ulaşamıyoruz.",1
365,"Tatil planı yapmaya başladım, çok heyecanlıyım.",0
366,"Lütfen jeneratör gönderin, hastamız var.",1
367,"Yeni bir diziye başladım, ilk bölümü sardı.",0
368,"Enkaz altından ses geliyor, yardım bekliyoruz.",1
369,Bugün arkadaşlarla bowling oynadık.,0
370,"Elektrik ve su yok, çok zor durumdayız.",1
371,"Yeni kıyafetler sipariş ettim, sabırsızlıkla bekliyorum.",0
372,"AFAD buraya gelmedi, sesimizi duyurun.",1
373,Bugün yeni kitapçı keşfettim.,0
374,"Bebeğimizin ateşi çıktı, sağlık ekiplerine ulaşamıyoruz.",1
375,"Kedim sabaha kadar camdan dışarı baktı, çok komikti.",0
376,"Yemek yok, çocuklar ağlıyor. Yardım edin!",1
377,"Yeni bir blog yazısı yayınladım, okumanızı öneririm.",0
378,"Binamız ağır hasarlı, çökme riski var.",1
379,"Bugün müze gezisine çıktım, çok keyifliydi.",0
380,Deprem sonrası ilk kez bir ekiple iletişim kurabildik.,1
381,Sabah kahvaltısında simit ve çay gibisi yok.,0
382,"Ulaşım yok, yollar kapalı, destek bekliyoruz.",1
383,"Yeni bisiklet aldım, hemen tur attım.",0
384,"Komşularla birlikte dışarıda bekliyoruz, çok soğuk.",1
385,"Bugün eski fotoğraflara baktım, duygulandım.",0
386,Sesimizi duyan var mı? Enkaz altındayız.,1
387,Bugün spor salonuna gitmek hiç istemedim.,0
388,"Yardım kamyonu hâlâ gelmedi, çocuklar aç.",1
389,"Yeni takımımla ilk maçımı oynadım, çok heyecanlıydı.",0
390,"Kalacak yerimiz yok, dışarıda donuyoruz.",1
391,"Bugün yağmur yağıyor, cam kenarında çay içiyorum.",0
392,Mahallemize hiçbir yardım ulaşmadı. Destek gerekiyor.,1
393,"Yeni bir tarif denedim, fırında sebze yaptım.",0
394,"Eşim hâlâ enkaz altında, günlerdir ulaşamadık.",1
395,Sabah yürüyüşü beni rahatlatıyor.,0
396,"Sokakta uyuyoruz, lütfen çadır gönderin.",1
397,"Arkadaşımın doğum günüydü, çok güzel geçti.",0
398,"Temiz su bulamıyoruz, her yer yıkılmış.",1
399,"Yeni gözlüklerim geldi, alışmaya çalışıyorum.",0
400,Bize yardım etmek isteyenler için adres: Atatürk Mah. 23. Sokak.,1
401,Bugün arkadaşlarımla piknik yaptım.,0
402,"Depremzede yakınıyım, lütfen destek olun.",1
403,"Yeni albüm çıktı, sabaha kadar dinleyeceğim.",0
404,Hayatta kalabilmek için desteğe ihtiyacımız var.,1
405,"Bugün tatlı krizim tuttu, pasta yaptım.",0
406,"Yakınlarımızı kaybettik, psikolojik destek gerekiyor.",1
407,Sabah kahvemi içmeden uyanamıyorum.,0
408,"Üç gündür yemek yiyemedik, yardım edin.",1
409,"Yeni dizime başladım, konusu baya ilginç.",0
410,"Soba yok, çocuklar çok üşüyor. Yardım edin.",1
411,Bugün uzun zamandır ilk kez kitap okudum.,0
412,"Enkaz başındayız, ekipler hâlâ gelmedi.",1
413,Spor sonrası duş gibisi yok.,0
414,"Tuvalet, hijyen, su yok. Salgın hastalık riski var!",1
415,Bugün dışarıda güzel bir gün batımı izledim.,0
416,"Yardım istiyoruz, çocuklarımız hasta oldu.",1
417,Hafta sonu ailemle kahvaltı yapmayı çok özledim.,0
418,Hastamız var ama ambulans gelmiyor.,1
419,"Yeni telefon kılıfı aldım, tam istediğim gibi.",0
420,"Komşularla sırayla nöbet tutuyoruz, gece çok tehlikeli.",1
421,Tatlı yapmayı çok seviyorum. Bugün de cheesecake denedim.,0
422,"Battaniye, soba, yiyecek hiçbir şeyimiz yok.",1
423,"Yeni kulaklıklarım geldi, sesi çok iyi.",0
424,"Bu geceyi arabada geçirdik, çok zor.",1
425,Bugün kardeşimle eski anılarımızı konuştuk.,0
